tanggal;periode;tinggi_gelombang
2013-01-01;1;0,10
2013-01-02;2;0,09
2013-01-03;3;0,05
2013-01-04;4;0,14
2013-01-05;5;0,15
2013-01-06;6;0,05
2013-01-07;7;0,19
2013-01-08;8;0,15
2013-01-09;9;0,11
2013-01-10;10;0,05
2013-01-11;11;0,09
2013-01-12;12;0,13
2013-01-13;13;0,26
2013-01-14;14;0,23
2013-01-15;15;0,23
2013-01-16;16;0,23
2013-01-17;17;0,23
2013-01-18;18;0,16
2013-01-19;19;0,14
2013-01-20;20;0,16
2013-01-21;21;0,11
2013-01-22;22;0,06
2013-01-23;23;0,11
2013-01-24;24;0,28
2013-01-25;25;0,21
2013-01-26;26;0,05
2013-01-27;27;0,03
2013-01-28;28;0,03
2013-01-29;29;0,19
2013-01-30;30;0,23
2013-01-31;31;0,30
2013-02-01;32;0,20
2013-02-02;33;0,20
2013-02-03;34;0,13
2013-02-04;35;0,10
2013-02-05;36;0,10
2013-02-06;37;0,06
2013-02-07;38;0,02
2013-02-08;39;0,11
2013-02-09;40;0,11
2013-02-10;41;0,11
2013-02-11;42;0,11
2013-02-12;43;0,11
2013-02-13;44;0,09
2013-02-14;45;0,12
2013-02-15;46;0,18
2013-02-16;47;0,22
2013-02-17;48;0,17
2013-02-18;49;0,21
2013-02-19;50;0,25
2013-02-20;51;0,21
2013-02-21;52;0,11
2013-02-22;53;0,21
2013-02-23;54;0,21
2013-02-24;55;0,28
2013-02-25;56;0,20
2013-02-26;57;0,17
2013-02-27;58;0,21
2013-02-28;59;0,21
2013-03-01;60;0,20
2013-03-02;61;0,28
2013-03-03;62;0,17
2013-03-04;63;0,21
2013-03-05;64;0,26
2013-03-06;65;0,21
2013-03-07;66;0,20
2013-03-08;67;0,28
2013-03-09;68;0,26
2013-03-10;69;0,20
2013-03-11;70;0,25
2013-03-12;71;0,27
2013-03-13;72;0,26
2013-03-14;73;0,27
2013-03-15;74;0,13
2013-03-16;75;0,29
2013-03-17;76;0,10
2013-03-18;77;0,10
2013-03-19;78;0,15
2013-03-20;79;0,27
2013-03-21;80;0,29
2013-03-22;81;0,26
2013-03-23;82;0,28
2013-03-24;83;0,29
2013-03-25;84;0,04
2013-03-26;85;0,06
2013-03-27;86;0,03
2013-03-28;87;0,26
2013-03-29;88;0,20
2013-03-30;89;0,25
2013-03-31;90;0,27
2013-04-01;91;0,26
2013-04-02;92;0,20
2013-04-03;93;0,28
2013-04-04;94;0,17
2013-04-05;95;0,21
2013-04-06;96;0,26
2013-04-07;97;0,21
2013-04-08;98;0,20
2013-04-09;99;0,28
2013-04-10;100;0,20
2013-04-11;101;0,25
2013-04-12;102;1,00
2013-04-13;103;0,19
2013-04-14;104;0,25
2013-04-15;105;0,17
2013-04-16;106;0,17
2013-04-17;107;0,21
2013-04-18;108;0,25
2013-04-19;109;0,05
2013-04-20;110;0,50
2013-04-21;111;0,20
2013-04-22;112;0,20
2013-04-23;113;0,30
2013-04-24;114;0,20
2013-04-25;115;0,20
2013-04-26;116;0,25
2013-04-27;117;0,27
2013-04-28;118;0,26
2013-04-29;119;0,06
2013-04-30;120;0,11
2013-05-01;121;0,28
2013-05-02;122;0,21
2013-05-03;123;0,05
2013-05-04;124;0,21
2013-05-05;125;0,21
2013-05-06;126;0,20
2013-05-07;127;0,23
2013-05-08;128;0,30
2013-05-09;129;0,20
2013-05-10;130;0,20
2013-05-11;131;0,18
2013-05-12;132;0,21
2013-05-13;133;0,24
2013-05-14;134;0,24
2013-05-15;135;0,21
2013-05-16;136;0,25
2013-05-17;137;0,21
2013-05-18;138;0,24
2013-05-19;139;0,21
2013-05-20;140;0,21
2013-05-21;141;0,25
2013-05-22;142;0,22
2013-05-23;143;0,19
2013-05-24;144;0,28
2013-05-25;145;0,27
2013-05-26;146;0,25
2013-05-27;147;0,25
2013-05-28;148;0,27
2013-05-29;149;0,26
2013-05-30;150;0,25
2013-05-31;151;0,17
2013-06-01;152;0,21
2013-06-02;153;0,42
2013-06-03;154;0,30
2013-06-04;155;0,30
2013-06-05;156;0,35
2013-06-06;157;0,30
2013-06-07;158;0,41
2013-06-08;159;0,45
2013-06-09;160;0,33
2013-06-10;161;0,41
2013-06-11;162;0,21
2013-06-12;163;0,34
2013-06-13;164;0,30
2013-06-14;165;0,30
2013-06-15;166;0,31
2013-06-16;167;0,33
2013-06-17;168;0,32
2013-06-18;169;0,25
2013-06-19;170;0,19
2013-06-20;171;0,26
2013-06-21;172;0,40
2013-06-22;173;0,27
2013-06-23;174;0,33
2013-06-24;175;0,33
2013-06-25;176;0,53
2013-06-26;177;0,25
2013-06-27;178;1,00
2013-06-28;179;1,00
2013-06-29;180;0,79
2013-06-30;181;0,27
2013-07-01;182;0,25
2013-07-02;183;0,26
2013-07-03;184;0,20
2013-07-04;185;0,25
2013-07-05;186;0,04
2013-07-06;187;1,00
2013-07-07;188;0,22
2013-07-08;189;0,26
2013-07-09;190;0,20
2013-07-10;191;0,25
2013-07-11;192;0,27
2013-07-12;193;0,26
2013-07-13;194;0,20
2013-07-14;195;0,28
2013-07-15;196;0,17
2013-07-16;197;0,21
2013-07-17;198;0,26
2013-07-18;199;0,21
2013-07-19;200;0,20
2013-07-20;201;0,28
2013-07-21;202;0,20
2013-07-22;203;0,25
2013-07-23;204;1,00
2013-07-24;205;0,19
2013-07-25;206;0,25
2013-07-26;207;0,17
2013-07-27;208;0,17
2013-07-28;209;0,21
2013-07-29;210;0,25
2013-07-30;211;0,17
2013-07-31;212;0,15
2013-08-01;213;0,23
2013-08-02;214;0,20
2013-08-03;215;0,30
2013-08-04;216;0,20
2013-08-05;217;0,26
2013-08-06;218;0,25
2013-08-07;219;0,27
2013-08-08;220;0,26
2013-08-09;221;0,06
2013-08-10;222;0,24
2013-08-11;223;0,28
2013-08-12;224;0,21
2013-08-13;225;0,17
2013-08-14;226;0,16
2013-08-15;227;0,15
2013-08-16;228;0,20
2013-08-17;229;0,23
2013-08-18;230;0,23
2013-08-19;231;0,20
2013-08-20;232;0,20
2013-08-21;233;0,35
2013-08-22;234;1,00
2013-08-23;235;0,21
2013-08-24;236;0,15
2013-08-25;237;0,22
2013-08-26;238;0,25
2013-08-27;239;0,17
2013-08-28;240;0,19
2013-08-29;241;0,21
2013-08-30;242;0,21
2013-08-31;243;0,19
2013-09-01;244;0,19
2013-09-02;245;0,15
2013-09-03;246;0,22
2013-09-04;247;0,24
2013-09-05;248;0,25
2013-09-06;249;0,21
2013-09-07;250;0,10
2013-09-08;251;0,19
2013-09-09;252;0,25
2013-09-10;253;0,17
2013-09-11;254;0,21
2013-09-12;255;0,21
2013-09-13;256;0,19
2013-09-14;257;0,19
2013-09-15;258;0,15
2013-09-16;259;0,22
2013-09-17;260;0,24
2013-09-18;261;0,25
2013-09-19;262;0,25
2013-09-20;263;0,17
2013-09-21;264;0,21
2013-09-22;265;0,21
2013-09-23;266;0,19
2013-09-24;267;0,15
2013-09-25;268;0,22
2013-09-26;269;0,24
2013-09-27;270;0,25
2013-09-28;271;0,25
2013-09-29;272;0,22
2013-09-30;273;0,21
2013-10-01;274;0,11
2013-10-02;275;0,21
2013-10-03;276;0,21
2013-10-04;277;0,28
2013-10-05;278;0,20
2013-10-06;279;0,17
2013-10-07;280;0,21
2013-10-08;281;0,21
2013-10-09;282;0,20
2013-10-10;283;0,28
2013-10-11;284;0,17
2013-10-12;285;0,21
2013-10-13;286;0,26
2013-10-14;287;0,21
2013-10-15;288;0,20
2013-10-16;289;0,28
2013-10-17;290;0,26
2013-10-18;291;0,20
2013-10-19;292;0,25
2013-10-20;293;0,27
2013-10-21;294;0,26
2013-10-22;295;0,27
2013-10-23;296;0,16
2013-10-24;297;0,25
2013-10-25;298;0,14
2013-10-26;299;0,09
2013-10-27;300;0,70
2013-10-28;301;0,24
2013-10-29;302;0,09
2013-10-30;303;0,24
2013-10-31;304;0,19
2013-11-01;305;0,19
2013-11-02;306;0,15
2013-11-03;307;0,22
2013-11-04;308;0,24
2013-11-05;309;0,25
2013-11-06;310;0,20
2013-11-07;311;0,12
2013-11-08;312;0,19
2013-11-09;313;0,25
2013-11-10;314;0,17
2013-11-11;315;0,17
2013-11-12;316;0,21
2013-11-13;317;0,21
2013-11-14;318;0,19
2013-11-15;319;0,19
2013-11-16;320;0,15
2013-11-17;321;0,22
2013-11-18;322;0,24
2013-11-19;323;0,25
2013-11-20;324;0,21
2013-11-21;325;0,10
2013-11-22;326;0,19
2013-11-23;327;0,25
2013-11-24;328;0,21
2013-11-25;329;0,10
2013-11-26;330;0,19
2013-11-27;331;0,24
2013-11-28;332;0,19
2013-11-29;333;0,19
2013-11-30;334;0,15
2013-12-01;335;0,22
2013-12-02;336;0,24
2013-12-03;337;0,25
2013-12-04;338;0,21
2013-12-05;339;0,10
2013-12-06;340;0,19
2013-12-07;341;0,25
2013-12-08;342;0,17
2013-12-09;343;0,17
2013-12-10;344;0,21
2013-12-11;345;0,21
2013-12-12;346;0,19
2013-12-13;347;0,19
2013-12-14;348;0,15
2013-12-15;349;0,22
2013-12-16;350;0,24
2013-12-17;351;0,25
2013-12-18;352;0,21
2013-12-19;353;0,10
2013-12-20;354;0,19
2013-12-21;355;0,25
2013-12-22;356;0,17
2013-12-23;357;0,17
2013-12-24;358;0,21
2013-12-25;359;0,10
2013-12-26;360;0,19
2013-12-27;361;0,25
2013-12-28;362;0,17
2013-12-29;363;0,17
2013-12-30;364;0,21
2013-12-31;365;0,21
2014-01-01;366;0,19
2014-01-02;367;0,19
2014-01-03;368;0,15
2014-01-04;369;0,22
2014-01-05;370;0,24
2014-01-06;371;0,25
2014-01-07;372;0,35
2014-01-08;373;0,96
2014-01-09;374;0,24
2014-01-10;375;0,09
2014-01-11;376;0,24
2014-01-12;377;0,19
2014-01-13;378;0,19
2014-01-14;379;0,15
2014-01-15;380;0,22
2014-01-16;381;0,24
2014-01-17;382;0,25
2014-01-18;383;0,21
2014-01-19;384;0,10
2014-01-20;385;0,19
2014-01-21;386;0,25
2014-01-22;387;0,17
2014-01-23;388;0,17
2014-01-24;389;0,09
2014-01-25;390;0,24
2014-01-26;391;0,19
2014-01-27;392;0,19
2014-01-28;393;0,15
2014-01-29;394;0,22
2014-01-30;395;0,24
2014-01-31;396;0,25
2014-02-01;397;0,26
2014-02-02;398;0,10
2014-02-03;399;0,26
2014-02-04;400;0,25
2014-02-05;401;0,24
2014-02-06;402;0,24
2014-02-07;403;0,21
2014-02-08;404;0,32
2014-02-09;405;0,19
2014-02-10;406;0,19
2014-02-11;407;0,15
2014-02-12;408;0,22
2014-02-13;409;0,24
2014-02-14;410;0,25
2014-02-15;411;0,21
2014-02-16;412;0,10
2014-02-17;413;0,19
2014-02-18;414;0,25
2014-02-19;415;0,17
2014-02-20;416;0,21
2014-02-21;417;0,39
2014-02-22;418;0,58
2014-02-23;419;0,19
2014-02-24;420;0,15
2014-02-25;421;0,22
2014-02-26;422;0,24
2014-02-27;423;0,25
2014-02-28;424;0,21
2014-03-01;425;0,32
2014-03-02;426;0,19
2014-03-03;427;0,24
2014-03-04;428;0,19
2014-03-05;429;0,19
2014-03-06;430;0,26
2014-03-07;431;0,22
2014-03-08;432;0,24
2014-03-09;433;0,30
2014-03-10;434;0,21
2014-03-11;435;0,10
2014-03-12;436;0,28
2014-03-13;437;0,25
2014-03-14;438;0,24
2014-03-15;439;0,38
2014-03-16;440;0,21
2014-03-17;441;0,21
2014-03-18;442;0,19
2014-03-19;443;0,19
2014-03-20;444;0,32
2014-03-21;445;0,22
2014-03-22;446;0,24
2014-03-23;447;0,25
2014-03-24;448;0,21
2014-03-25;449;0,10
2014-03-26;450;0,19
2014-03-27;451;0,25
2014-03-28;452;0,17
2014-03-29;453;0,21
2014-03-30;454;0,19
2014-03-31;455;0,19
2014-04-01;456;0,28
2014-04-02;457;0,22
2014-04-03;458;0,24
2014-04-04;459;0,26
2014-04-05;460;0,21
2014-04-06;461;0,25
2014-04-07;462;0,19
2014-04-08;463;0,27
2014-04-09;464;0,28
2014-04-10;465;0,21
2014-04-11;466;0,26
2014-04-12;467;0,21
2014-04-13;468;0,24
2014-04-14;469;0,20
2014-04-15;470;0,23
2014-04-16;471;0,30
2014-04-17;472;0,20
2014-04-18;473;0,20
2014-04-19;474;0,22
2014-04-20;475;0,21
2014-04-21;476;0,58
2014-04-22;477;0,21
2014-04-23;478;0,17
2014-04-24;479;0,85
2014-04-25;480;0,75
2014-04-26;481;0,60
2014-04-27;482;0,83
2014-04-28;483;1,05
2014-04-29;484;0,92
2014-04-30;485;0,59
2014-05-01;486;0,87
2014-05-02;487;0,37
2014-05-03;488;0,73
2014-05-04;489;0,60
2014-05-05;490;0,70
2014-05-06;491;0,61
2014-05-07;492;0,63
2014-05-08;493;0,61
2014-05-09;494;0,21
2014-05-10;495;0,28
2014-05-11;496;0,20
2014-05-12;497;0,17
2014-05-13;498;0,21
2014-05-14;499;0,21
2014-05-15;500;0,20
2014-05-16;501;0,28
2014-05-17;502;0,17
2014-05-18;503;0,21
2014-05-19;504;0,26
2014-05-20;505;0,21
2014-05-21;506;0,37
2014-05-22;507;0,75
2014-05-23;508;0,61
2014-05-24;509;0,70
2014-05-25;510;0,65
2014-05-26;511;0,67
2014-05-27;512;0,59
2014-05-28;513;0,64
2014-05-29;514;0,64
2014-05-30;515;0,61
2014-05-31;516;0,17
2014-06-01;517;0,21
2014-06-02;518;0,39
2014-06-03;519;0,75
2014-06-04;520;0,66
2014-06-05;521;0,71
2014-06-06;522;0,64
2014-06-07;523;0,68
2014-06-08;524;0,61
2014-06-09;525;0,75
2014-06-10;526;0,60
2014-06-11;527;0,71
2014-06-12;528;0,64
2014-06-13;529;0,64
2014-06-14;530;0,60
2014-06-15;531;0,21
2014-06-16;532;0,20
2014-06-17;533;0,25
2014-06-18;534;0,20
2014-06-19;535;0,33
2014-06-20;536;0,36
2014-06-21;537;0,35
2014-06-22;538;0,75
2014-06-23;539;0,63
2014-06-24;540;0,65
2014-06-25;541;0,62
2014-06-26;542;0,67
2014-06-27;543;0,78
2014-06-28;544;0,51
2014-06-29;545;0,67
2014-06-30;546;0,46
2014-07-01;547;0,24
2014-07-02;548;0,21
2014-07-03;549;0,26
2014-07-04;550;0,21
2014-07-05;551;0,98
2014-07-06;552;0,37
2014-07-07;553;0,47
2014-07-08;554;0,21
2014-07-09;555;1,13
2014-07-10;556;0,23
2014-07-11;557;0,10
2014-07-12;558;0,28
2014-07-13;559;0,25
2014-07-14;560;0,21
2014-07-15;561;0,26
2014-07-16;562;0,21
2014-07-17;563;0,96
2014-07-18;564;0,62
2014-07-19;565;1,01
2014-07-20;566;0,21
2014-07-21;567;0,34
2014-07-22;568;0,31
2014-07-23;569;0,19
2014-07-24;570;0,15
2014-07-25;571;0,12
2014-07-26;572;0,93
2014-07-27;573;0,62
2014-07-28;574;0,18
2014-07-29;575;0,16
2014-07-30;576;0,19
2014-07-31;577;0,25
2014-08-01;578;0,21
2014-08-02;579;0,10
2014-08-03;580;0,19
2014-08-04;581;0,24
2014-08-05;582;0,19
2014-08-06;583;0,19
2014-08-07;584;0,15
2014-08-08;585;0,22
2014-08-09;586;0,24
2014-08-10;587;0,25
2014-08-11;588;0,21
2014-08-12;589;0,10
2014-08-13;590;0,19
2014-08-14;591;0,25
2014-08-15;592;0,17
2014-08-16;593;0,17
2014-08-17;594;0,21
2014-08-18;595;0,21
2014-08-19;596;0,19
2014-08-20;597;0,19
2014-08-21;598;0,18
2014-08-22;599;0,22
2014-08-23;600;0,26
2014-08-24;601;0,25
2014-08-25;602;0,25
2014-08-26;603;0,10
2014-08-27;604;0,27
2014-08-28;605;0,36
2014-08-29;606;0,47
2014-08-30;607;0,36
2014-08-31;608;0,26
2014-09-01;609;0,34
2014-09-02;610;0,24
2014-09-03;611;0,25
2014-09-04;612;0,17
2014-09-05;613;0,17
2014-09-06;614;0,21
2014-09-07;615;0,21
2014-09-08;616;0,35
2014-09-09;617;0,27
2014-09-10;618;0,34
2014-09-11;619;0,22
2014-09-12;620;0,24
2014-09-13;621;0,25
2014-09-14;622;0,35
2014-09-15;623;0,96
2014-09-16;624;0,24
2014-09-17;625;0,09
2014-09-18;626;0,24
2014-09-19;627;0,19
2014-09-20;628;0,19
2014-09-21;629;0,15
2014-09-22;630;0,22
2014-09-23;631;0,24
2014-09-24;632;0,25
2014-09-25;633;0,21
2014-09-26;634;0,46
2014-09-27;635;0,19
2014-09-28;636;0,25
2014-09-29;637;0,17
2014-09-30;638;0,17
2014-10-01;639;0,09
2014-10-02;640;0,24
2014-10-03;641;0,19
2014-10-04;642;0,19
2014-10-05;643;0,27
2014-10-06;644;0,26
2014-10-07;645;0,24
2014-10-08;646;0,25
2014-10-09;647;0,21
2014-10-10;648;0,25
2014-10-11;649;0,28
2014-10-12;650;0,25
2014-10-13;651;0,30
2014-10-14;652;0,37
2014-10-15;653;0,21
2014-10-16;654;0,35
2014-10-17;655;0,28
2014-10-18;656;0,31
2014-10-19;657;0,34
2014-10-20;658;0,22
2014-10-21;659;0,24
2014-10-22;660;0,25
2014-10-23;661;0,29
2014-10-24;662;0,32
2014-10-25;663;0,30
2014-10-26;664;0,25
2014-10-27;665;0,26
2014-10-28;666;0,32
2014-10-29;667;0,29
2014-10-30;668;0,19
2014-10-31;669;0,19
2014-11-01;670;0,23
2014-11-02;671;0,22
2014-11-03;672;0,24
2014-11-04;673;0,25
2014-11-05;674;0,21
2014-11-06;675;0,26
2014-11-07;676;0,19
2014-11-08;677;0,24
2014-11-09;678;0,19
2014-11-10;679;0,19
2014-11-11;680;0,15
2014-11-12;681;0,22
2014-11-13;682;0,24
2014-11-14;683;0,25
2014-11-15;684;0,21
2014-11-16;685;0,10
2014-11-17;686;0,19
2014-11-18;687;0,25
2014-11-19;688;0,17
2014-11-20;689;0,17
2014-11-21;690;0,21
2014-11-22;691;0,21
2014-11-23;692;0,19
2014-11-24;693;0,19
2014-11-25;694;0,15
2014-11-26;695;0,22
2014-11-27;696;0,24
2014-11-28;697;0,25
2014-11-29;698;0,21
2014-11-30;699;0,10
2014-12-01;700;0,19
2014-12-02;701;0,25
2014-12-03;702;0,17
2014-12-04;703;0,21
2014-12-05;704;0,19
2014-12-06;705;0,19
2014-12-07;706;0,15
2014-12-08;707;0,22
2014-12-09;708;0,24
2014-12-10;709;0,25
2014-12-11;710;0,21
2014-12-12;711;0,10
2014-12-13;712;0,19
2014-12-14;713;0,11
2014-12-15;714;0,28
2014-12-16;715;0,21
2014-12-17;716;0,15
2014-12-18;717;0,15
2014-12-19;718;0,14
2014-12-20;719;0,26
2014-12-21;720;0,23
2014-12-22;721;0,30
2014-12-23;722;0,20
2014-12-24;723;0,20
2014-12-25;724;0,80
2014-12-26;725;1,00
2014-12-27;726;1,00
2014-12-28;727;0,30
2014-12-29;728;0,28
2014-12-30;729;0,51
2014-12-31;730;0,49
2015-01-01;731;0,13
2015-01-02;732;0,03
2015-01-03;733;0,03
2015-01-04;734;0,92
2015-01-05;735;0,59
2015-01-06;736;0,87
2015-01-07;737;0,22
2015-01-08;738;0,17
2015-01-09;739;0,21
2015-01-10;740;0,25
2015-01-11;741;0,21
2015-01-12;742;0,11
2015-01-13;743;0,21
2015-01-14;744;0,21
2015-01-15;745;0,28
2015-01-16;746;0,20
2015-01-17;747;0,17
2015-01-18;748;0,21
2015-01-19;749;1,00
2015-01-20;750;1,00
2015-01-21;751;0,31
2015-01-22;752;0,84
2015-01-23;753;0,56
2015-01-24;754;0,63
2015-01-25;755;0,56
2015-01-26;756;0,59
2015-01-27;757;0,53
2015-01-28;758;0,96
2015-01-29;759;0,84
2015-01-30;760;0,71
2015-01-31;761;0,63
2015-02-01;762;0,64
2015-02-02;763;0,58
2015-02-03;764;0,15
2015-02-04;765;0,36
2015-02-05;766;0,75
2015-02-06;767;0,62
2015-02-07;768;0,68
2015-02-08;769;0,60
2015-02-09;770;0,61
2015-02-10;771;0,60
2015-02-11;772;0,17
2015-02-12;773;0,17
2015-02-13;774;0,21
2015-02-14;775;0,21
2015-02-15;776;0,19
2015-02-16;777;0,19
2015-02-17;778;0,15
2015-02-18;779;0,22
2015-02-19;780;0,24
2015-02-20;781;0,25
2015-02-21;782;0,17
2015-02-22;783;0,21
2015-02-23;784;0,21
2015-02-24;785;0,19
2015-02-25;786;0,19
2015-02-26;787;0,15
2015-02-27;788;0,22
2015-02-28;789;0,24
2015-03-01;790;0,25
2015-03-02;791;0,15
2015-03-03;792;0,22
2015-03-04;793;0,24
2015-03-05;794;0,25
2015-03-06;795;0,23
2015-03-07;796;0,19
2015-03-08;797;0,28
2015-03-09;798;0,19
2015-03-10;799;0,23
2015-03-11;800;0,23
2015-03-12;801;0,19
2015-03-13;802;0,17
2015-03-14;803;0,21
2015-03-15;804;0,21
2015-03-16;805;0,19
2015-03-17;806;0,19
2015-03-18;807;0,15
2015-03-19;808;0,22
2015-03-20;809;0,24
2015-03-21;810;0,25
2015-03-22;811;0,21
2015-03-23;812;0,10
2015-03-24;813;0,19
2015-03-25;814;0,25
2015-03-26;815;0,17
2015-03-27;816;0,21
2015-03-28;817;0,21
2015-03-29;818;0,19
2015-03-30;819;0,25
2015-03-31;820;0,17
2015-04-01;821;0,10
2015-04-02;822;0,19
2015-04-03;823;0,25
2015-04-04;824;0,17
2015-04-05;825;0,21
2015-04-06;826;0,21
2015-04-07;827;0,19
2015-04-08;828;0,19
2015-04-09;829;0,21
2015-04-10;830;0,19
2015-04-11;831;0,19
2015-04-12;832;0,15
2015-04-13;833;0,22
2015-04-14;834;0,24
2015-04-15;835;0,25
2015-04-16;836;0,21
2015-04-17;837;0,10
2015-04-18;838;0,19
2015-04-19;839;0,25
2015-04-20;840;0,17
2015-04-21;841;0,21
2015-04-22;842;0,21
2015-04-23;843;0,19
2015-04-24;844;0,19
2015-04-25;845;0,15
2015-04-26;846;0,22
2015-04-27;847;0,24
2015-04-28;848;0,25
2015-04-29;849;0,25
2015-04-30;850;0,17
2015-05-01;851;0,21
2015-05-02;852;0,21
2015-05-03;853;0,19
2015-05-04;854;0,19
2015-05-05;855;0,15
2015-05-06;856;0,22
2015-05-07;857;0,24
2015-05-08;858;0,25
2015-05-09;859;0,22
2015-05-10;860;0,24
2015-05-11;861;0,25
2015-05-12;862;0,09
2015-05-13;863;0,10
2015-05-14;864;0,09
2015-05-15;865;0,09
2015-05-16;866;0,24
2015-05-17;867;0,19
2015-05-18;868;0,19
2015-05-19;869;0,15
2015-05-20;870;0,22
2015-05-21;871;0,24
2015-05-22;872;0,25
2015-05-23;873;0,21
2015-05-24;874;0,10
2015-05-25;875;0,19
2015-05-26;876;0,25
2015-05-27;877;0,17
2015-05-28;878;0,17
2015-05-29;879;0,09
2015-05-30;880;0,24
